category,name,description
user.behavior,events.tab_view_changed,"Indicates that the user has changed their tab viewsettings, either from the default or by personalpreference."
user.behavior,events.toolbar_menu_visible,"The browser menu was displayed from toolbar menu"
user.behavior,events.toolbar_tab_swipe,"A user swiped the toolbar to change the current tab."
user.behavior.browsing,events.total_uri_count,"A counter of URIs visited by the user in the current session, includingpage reloads. This does not include background page requests and URIs fromembedded pages or private browsing but may be incremented without userinteraction by website scripts that programmatically redirect to a newlocation."
user.behavior,events.translations_action,"An area inside the translations feature was tapped.The name of the translations area that the user tapped is stored in extras with thekey `item`."
user.behavior,events.whats_new_tapped,"A user opened the "what's new" page button"
system,experiments.metrics.active_experiment,"Records the branch name of the active experiment, if the client is enrolled in the `fenix-test-2019-08-05` experiment. This is intended to validate that the service-experiments library properly matches clients to experiments and can take action based on a multi-branched experiment. This is done by recording the experiment branch name in this string metric which allows the experiment to be transparent and unobtrusive to the user."
user.behavior,experiments_default_browser.toolbar_menu_clicked,"Set default browser was clicked from toolbar menu"
user.behavior,find_in_page.closed,"A user closed the find in page UI"
user.behavior,find_in_page.next_result,"A user clicked the "next result" button"
user.behavior,find_in_page.opened,"A user opened the find in page UI"
user.behavior,find_in_page.previous_result,"A user clicked the "previous result" button"
user.behavior.search,find_in_page.searched_page,"A user searched the page"
user.behavior.attribution,first_session.adgroup,"The name of the AdGroup that was used to source this installation."
user.behavior.attribution,first_session.adjust_attribution_time,"The time that it takes to derive the attribution parameters by the Adjust SDK."
user.behavior.attribution,first_session.adjust_attribution_timespan,"The time that it takes to derive the attribution parameters by the Adjust SDK."
user.behavior.attribution,first_session.campaign,"The name of the campaign that is responsible for this installation."
user.behavior.attribution,first_session.creative,"The identifier of the creative material that the user interacted with."
system,first_session.distribution_id,"A string containing the distribution identifier. This was usedto identify installs from Mozilla Online, but now also identifiespartnership deal distributions"
user.behavior.attribution,first_session.install_source,"Used to identify the source the app was installed from."
system,first_session.network,"The name of the Network that sourced this installation."
system,first_session.timestamp,"The Glean generated date and time of the installation. This isunique per app install, though the rest of the data in thisping is from Adjust and will remain static across installs."
user.behavior.search.provider,fx_suggest.advertiser,"The name of the advertiser providing the sponsored suggestion"
user.behavior,fx_suggest.block_id,"A unique identifier for a sponsored suggestion. Not set for non-sponsored suggestions."
user.unique_id,fx_suggest.context_id,"An identifier to identify users for Contextual Services user interaction pings."
user.location,fx_suggest.country,"Records the home region of the user as determined by MLS, the same used for configuring region specific search providers."
user.behavior,fx_suggest.iab_category,"The suggestion's advertising category. "22 - Shopping" for sponsored suggestions.Not set for non-sponsored suggestions."
user.behavior,fx_suggest.is_clicked,"If `ping_type` is "fxsuggest-impression", indicates whether this impression is for a clicked suggestion. If `ping_type` is "fxsuggest-click", always `true`."
user.behavior,fx_suggest.ping_type,"The ping's type. Either "fxsuggest-click" or "fxsuggest-impression"."
user.behavior,fx_suggest.position,"The position (1-based) of this suggestion in the full list of suggestions, relative to the top of the awesomebar."
user.behavior,fx_suggest.reporting_url,"If this ping is for a sponsored suggestion, the partner URL for reporting this interaction.Not set for non-sponsored suggestions."
user.authorization.password,generated_password_dialog.filled,"The password generator prompt "Use password" was pressed"
user.authorization.password,generated_password_dialog.shown,"The password generator prompt was pressed"
user.behavior,history.opened,"A user opened the history screen"
user.behavior.browsing_history,history.opened_item,"A user opened a history item"
user.behavior.browsing,history.opened_item_in_new_tab,"A user opened a history item in a new tab"
user.behavior.browsing_history,history.opened_item_in_private_tab,"A user opened a history item in a private tab"
user.behavior,history.opened_items_in_new_tabs,"A user opened multiple history items in new tabs"
user.behavior.browsing_history,history.opened_items_in_private_tabs,"A user opened multiple history items in private tabs"
user.behavior,history.recent_searches_tapped,"User has tapped on an item in the "Recently visited" section on home."
user.behavior,history.remove_prompt_cancelled,"A user cancelled delete history prompt."
user.behavior,history.remove_prompt_opened,"A user opened delete history prompt."
user.behavior.browsing_history,history.removed,"A user removed a history item"
user.behavior,history.removed_all,"A user removed all history items"
user.behavior,history.removed_last_hour,"A user removed history items opened during last hour."
user.behavior.browsing_history,history.removed_today_and_yesterday,"A user removed history items opened that day and the day before."
user.behavior,history.search_icon_tapped,"A user tapped on the search icon in history."
user.behavior.search,history.search_result_tapped,"A user tapped on the search result in history."
user.behavior.search,history.search_term_group_open_tab,"A user opens a tab from the search term group in history."
user.behavior,history.search_term_group_remove_all,"A user closes all tabs in the search term group in history."
user.behavior,history.search_term_group_remove_tab,"A user closes a single tab in the search term group in history."
user.behavior.search,history.search_term_group_tapped,"A user tapped on a search term group in history"
user.behavior,history.shared,"A user shared a history item"
user.behavior,home.content.article.click,"Recorded when a pocket tile is clicked."
user.behavior,home.content.article.impression,"Recorded when a pocket tile is visible to the user."
user.behavior,home_bookmarks.bookmark_clicked,"A counter that indicates the number of times that a userhas clicked on a bookmark from the homescreen. This was previously recent_bookmarks.bookmark_clicked."
user.behavior,home_bookmarks.bookmarks_count,"The number of bookmarked items appearing in theBookmarks section on the home page. This was previously recent_bookmarks.recent_bookmarks_count."
user.behavior,home_bookmarks.show_all_bookmarks,"A counter that indicates the number of times that a userhas clicked the show all button for bookmarkson the home screen. This was previously recent_bookmarks.show_all_bookmarks."
user.behavior,home_bookmarks.shown,"Bookmarks section of home was shown to the user. This was previously recent_bookmarks.shown."
user.behavior,home_menu.help_tapped,"The user clicked the help button in home menu."
user.behavior,home_menu.settings_item_clicked,"The user clicked the settings option in home menu."
user.behavior,home_screen.customize_home_clicked,"A user clicked on Customize home button from the home screen."
user.behavior,home_screen.home_screen_displayed,"The home screen was displayed."
user.behavior,home_screen.home_screen_view_count,"The number of times the home screen was displayed to the user."
user.behavior,home_screen.standard_homepage_view_count,"The number of times the standard browsing mode home screen wasdisplayed to the user. (for tile counts)"
user.behavior,homepage.private_mode_icon_tapped,"A user tapped the private browsing icon on the homepage."
user.settings.installs,installation.adgroup,"The name of the AdGroup that was used to source this installation."
user.behavior.attribution,installation.campaign,"The name of the campaign that is responsible for this installation."
user.settings.installs,installation.creative,"The identifier of the creative material that the user interacted with."
user.unique_id,installation.identifier,"The hashed and salted GAID. Used for a short term installation validation test."
N/A,installation.network,"The name of the Network that sourced this installation."
system,installation.timestamp,"The Glean generated date and time of the installation. This isunique per app install, though the rest of the data in thisping is from Adjust and will remain static across installs."
user.behavior,library.closed,"A user closed the library"
user.behavior,library.opened,"A user opened the library"
user.behavior,library.selected_item,"A user selected a library item"
user.authorization,login_dialog.cancelled,"The login dialog prompt was cancelled"
user.authorization,login_dialog.displayed,"The login dialog prompt was displayed"
user.authorization,login_dialog.never_save,"The login dialog prompt "never save" button was pressed"
user.authorization,login_dialog.saved,"The login dialog prompt "save" button was pressed"
user.behavior,logins.autofill_prompt_dismissed,"Password autofill prompt was dismissed."
user.authorization,logins.autofill_prompt_shown,"Password autofill prompt was shown."
user.authorization,logins.autofilled,"Password autofill performed."
user.behavior,logins.copy_login,"A user copied a piece of a login in saved logins"
user.authorization,logins.delete_saved_login,"A user confirms delete of a saved login"
user.authorization.password,logins.deleted,"Counter of number of passwords that have been deleted by user."
user.behavior,logins.management_add_tapped,"User has tapped the add button through password management in settings menu."
user.behavior,logins.management_logins_tapped,"User has tapped on a saved login through password management in settings menu."
user.authorization.password,logins.modified,"Counter of number of passwords that have been modified by user."
user.authorization,logins.open_individual_login,"A user accessed an individual login in saved logins"
user.behavior,logins.open_login_editor,"A user entered the edit screen for an individual saved login"
user.authorization,logins.open_logins,"A user accessed Logins in Settings"
user.authorization.password,logins.password_detected,"Password was detected for a website."
user.authorization,logins.save_edited_login,"A user saves changes made to an individual login"
user.settings,logins.save_logins_setting_changed,"A user changed their setting for asking to save logins"
user.authorization.password,logins.saved,"Counter of number of passwords that have been saved by user (including deleted)."
user.authorization.password,logins.saved_all,"Counter of number of passwords currently saved by user."
user.authorization.password,logins.view_password_login,"A user viewed a password in an individual saved login"
user.behavior,master_password.displayed,"The master password migration dialog was displayed"
user.authorization.password,master_password.migration,"Logins were successfully migrated using a master password."
user.behavior,media_notification.pause,"A user pressed the pause icon on the media notification"
user.behavior,media_notification.play,"A user pressed the play icon on the media notification"
user.behavior.media_consumption,media_state.fullscreen,"Video set to fullscreen."
user.behavior.media_consumption,media_state.pause,"Media playback was paused."
user.behavior,media_state.picture_in_picture,"Video set to picture in picture mode."
user.behavior.media_consumption,media_state.play,"Media started playing."
user.behavior.media_consumption,media_state.stop,"Media playback has ended."
user.behavior,menu.dismiss_cfr,"A user has dismissed the Menu CFR."
user.behavior,menu.show_cfr,"Menu CFR was shown to the user."
N/A,messaging.malformed,"A message was malformed."
user.behavior,messaging.message_clicked,"A message was clicked by the user."
user.behavior,messaging.message_dismissed,"A message was dismissed by the user."
user.behavior,messaging.message_expired,"A message maxDisplayCount has been surpassed."
user.behavior,messaging.message_shown,"A message was shown to the user."
user.behavior.attribution,meta_attribution.app,"The mobile application ID in Meta's attribution."
user.behavior.attribution,meta_attribution.data,"The Meta attribution data in encrypted format."
N/A,meta_attribution.nonce,"Nonce used to decrypt the encrypted Meta attribution data."
user.behavior.attribution,meta_attribution.t,"Value tracking user interaction with Meta attribution."
system.operations,metrics.activity_state_provider_error,"The `StartupActivityStateProvider...onActivityStarted` was unexpectedlycalled twice. We can use this metric to validate our assumptions abouthow these APIs are called. This probe can be removed once we validatethese assumptions."
user.behavior.attribution,metrics.adjust_ad_group,"A string containing the Adjust ad group ID from which the user installedFenix. This will not send on the first session the user runs. If theinstall is organic, this will be empty."
N/A,metrics.adjust_campaign,"A string containing the Adjust campaign ID from which the user installedFenix. This will not send on the first session the user runs. If theinstall is organic, this will be empty."
user.behavior.attribution,metrics.adjust_creative,"A string containing the Adjust creative ID from which the user installedFenix. This will not send on the first session the user runs. If theinstall is organic, this will be empty."
user.behavior.attribution,metrics.adjust_network,"A string containing the Adjust network ID from which the user installedFenix. This will not send on the first session the user runs. If theinstall is organic, this will be empty."
user.behavior,metrics.bookmarks_add,"A counter that indicates how many bookmarks a user has added.The label for this counter is `<source>`.`source` will be: `page_action_menu` as that is the onlyentry point right now to add bookmarks."
user.behavior,metrics.bookmarks_delete,"A counter that indicates how many bookmarks a user has deleted.The label for this counter is `<source>`.`source` will be: `add_bookmark_toast` or `bookmark_panel`."
user.behavior,metrics.bookmarks_edit,"A counter that indicates how many bookmarks a user has edited.The label for this counter is `<source>`.`source` will be: `bookmark_edit_page` or `bookmark_panel`."
user.behavior,metrics.bookmarks_open,"A counter that indicates how many bookmarks a user has opened.The label for this counter is `<source>`.`source` will be: `top_sites`, `awesomebar_results`, `bookmark_panel`."
user.settings,metrics.close_tab_setting,"A string that indicates the setting for tab closing:MANUAL, ONE_DAY, ONE_WEEK, ONE_MONTH"
user.financial.credit_card,metrics.credit_cards_autofill_count,"A counter that indicates the number of times the user has autofilleda credit card."
user.financial.credit_card,metrics.credit_cards_deleted_count,"A counter that indicates the number of credit cards that have beendeleted by the user."
user.financial.credit_card,metrics.credit_cards_saved_count,"A counter that indicates the number of credit cards that have beensaved manually by the user."
user.settings,metrics.default_browser,"Is Fenix the default browser?"
user.settings,metrics.default_browser_changed_via_native_system_prompt,"Indicates the default browser was changed via the native OS prompt"
user.device,metrics.default_moz_browser,"The name of the default browser on device if and only if it's a Mozillaowned product"
user.settings,metrics.default_wallpaper,"Is the default wallpapper set to be shown?"
user.behavior,metrics.desktop_bookmarks_count,"A counter that indicates how many bookmarks a user has in the desktopfolder. This value will only be set if the user has at least *one*bookmark. If they have 0, this ping will not get sent, resulting in anull value. To disambiguate between a failed `desktop_bookmarks_count`ping and 0 bookmarks, please see `has_desktop_bookmarks`."
user.device,metrics.device_total_ram,"The total amount of memory this device in bytes, when available will be MemoryInfo.advertisedMem otherwise it will be MemoryInfo.totalMem. This doesn't represent memory available to the application however."
system,metrics.distribution_id,"A string containing the distribution identifier. This was usedto identify installs from Mozilla Online, but now also identifiespartnership deal distributions"
N/A,metrics.font_list_json,"A JSON blob representing the installed fonts"
user.behavior,metrics.has_desktop_bookmarks,"A boolean that indicates if the user has bookmarks in the desktop folder"
user.behavior,metrics.has_mobile_bookmarks,"A boolean that indicates if the user has bookmarks in the mobile folder"
user.behavior,metrics.has_open_tabs,"A boolean that indicates if the user has any open NORMAL tabs."
user.behavior,metrics.has_recent_pwas,"A boolean that indicates if the user has recently used PWAs.See recently_used_pwa_count for the actual count."
user.behavior,metrics.has_top_sites,"A boolean that indicates if the user has top sites"
user.behavior,metrics.inactive_tabs_count,"How many inactive tabs does the user have, checked when the user opensthe tabs tray.Value will be 0 if the feature is disabled."
system,metrics.install_source,"Used to identify the source the app was installed from."
user.device,metrics.is_large_device,"True if the device is a large screen device."
user.behavior,metrics.mobile_bookmarks_count,"A counter that indicates how many bookmarks a user has in the mobilefolder. This value will only be set if the user has at least *one*bookmark. If they have 0, this ping will not get sent, resulting ina null value. To disambiguate between a failed `mobile_bookmarks_count`ping and 0 bookmarks, please see `has_mobile_bookmarks`."
user.settings.installs,metrics.mozilla_products,"A list of all the Mozilla products installed on device. We currently scanfor: Firefox, Firefox Beta, Firefox Aurora, Firefox Nightly, FirefoxFdroid, Firefox Lite, Reference Browser, Reference Browser Debug, Fenix,Focus, and Lockwise."
user.settings,metrics.notifications_allowed,"True if notifications are allowed, otherwise false."
user.behavior,metrics.private_tabs_open_count,"A counter that indicates how many PRIVATE tabs a user has open. Thisvalue will only be set if the user has at least *one* open tab. If theyhave 0, this ping will not get sent, resulting in a null value. Todisambiguate between a failed `private_tabs_open_count` ping and 0 open tabs,please see `has_open_tabs`"
N/A,metrics.ram_more_than_threshold,"True if the device's asserted 'advertised' RAM is more than the given threshold."
user.behavior,metrics.recently_used_pwa_count,"A counter that indicates how many PWAs a user has recently used.Threshold for "recency" set in HomeActivity#PWA_RECENTLY_USED_THRESHOLD.Currently we are not told by the OS when a PWA is removed by the user,so we use the "recently used" heuristic to judge how many PWAs are stillactive, as a proxy for "installed". This value will only be set if theuser has at least *one* recently used PWA. If they have 0, this metricwill not be sent, resulting in a null value during analysis on theserver-side. To disambiguate between a failed `recently_used_pwa_count`metric and 0 recent PWAs, please see `has_recent_pwas`."
user.behavior.search,metrics.search_count,"The labels for this counter are `<search-engine-name>.<source>`.If the search engine is bundled with Fenix `search-engine-name` will bethe name of the search engine. If it's a custom search engine (defined:https://github.com/mozilla-mobile/fenix/issues/1607) the value will be`custom`.`source` will be: `action`, `suggestion`, `widget`, `shortcut`, `topsite`(depending on the source from which the search started). Also added the`other` option for the source but it should never enter on this case."
user.behavior.search,metrics.search_page_load_time,"The time that it takes to load the Search content."
user.behavior,metrics.search_widget_installed,"Whether or not the search widget is installed"
user.behavior,metrics.set_as_default_browser_native_prompt_shown,"This event records an attempt to show the Set as Default Browser native prompt."
system,metrics.shared_prefs_uuid,"A UUID stored in Shared Preferences used to analyze technical differencesbetween storage mechanisms in Android, specifically the Glean DB andShared Preferences."
system.operations,metrics.start_reason_activity_error,"The `AppStartReasonProvider.ActivityLifecycleCallbacks.onActivityCreated`was unexpectedly called twice. We can use this metric to validate ourassumptions about how these APIs are called. This probe can be removedonce we validate these assumptions."
system.operations,metrics.start_reason_process_error,"The `AppStartReasonProvider.ProcessLifecycleObserver.onCreate` wasunexpectedly called twice. We can use this metric to validate ourassumptions about how these APIs are called. This probe can be removedonce we validate these assumptions."
user.account.settings,metrics.syncing_items,"The preference keys for the switch preferences the user has enabled to sync with FxA. We currently track: Bookmarks and History."
user.settings,metrics.tab_view_setting,"A string that indicates the setting for tab view:GRID, LIST"
user.behavior,metrics.tabs_open_count,"A counter that indicates how many NORMAL tabs a user has open. Thisvalue will only be set if the user has at least *one* open tab. If theyhave 0, this ping will not get sent, resulting in a null value. Todisambiguate between a failed `tabs_open_count` ping and 0 open tabs,please see `has_open_tabs`."
user.behavior,metrics.toolbar_position,"A string that indicates the new position of the toolbar TOP or BOTTOM"
user.behavior,metrics.top_sites_count,"A counter that indicates how many top sites a user has. This value willonly be set if the user has at least *one* top site. If they have 0,this ping will not get sent, resulting in a null value. To disambiguatebetween a failed `top_sites_count` ping and 0 top sites, please see`has_top_sites`."
user.behavior.browsing,metrics.total_uri_count,"A counter of URIs visited by the user in the current session, including page reloads. This does not include background page requests and URIs from embedded pages or private browsing."
user.behavior,micro_survey.response,"User response data for a micro survey."
user.behavior,navigation_bar.browser_back_long_tapped,"When navigation bar back button is long tapped by the user."
user.behavior,navigation_bar.browser_back_tapped,"When navigation bar back button is tapped by the user."
user.behavior,navigation_bar.browser_forward_long_tapped,"When navigation bar forward button is long tapped by the user."
user.behavior,navigation_bar.browser_forward_tapped,"When navigation bar forward button is tapped by the user."
user.behavior,navigation_bar.browser_home_tapped,"When navigation bar home button is tapped by the user."
system.operations,navigation_bar.browser_initialize_timespan,"The time that it takes to initialize navigation bar in a browser tab (normal or private)."
user.behavior,navigation_bar.browser_menu_tapped,"When navigation bar menu button is tapped by the user."
user.behavior,navigation_bar.browser_new_tab_long_tapped,"When navigation bar new tab button is long tapped by the user."
user.behavior,navigation_bar.browser_new_tab_tapped,"When navigation bar new tab button is tapped by the user."
user.behavior,navigation_bar.browser_tab_tray_long_tapped,"When navigation bar tab tray button is long tapped by the user."
user.behavior,navigation_bar.browser_tab_tray_tapped,"When navigation bar tab tray button is tapped by the user."
user.behavior,navigation_bar.custom_back_long_tapped,"When custom tab's navigation bar's back button is long tapped by the user."
user.behavior,navigation_bar.custom_back_tapped,"When custom tab's navigation bar's back button is tapped by the user."
user.behavior,navigation_bar.custom_forward_long_tapped,"When custom tab's navigation bar's forward button is long tapped by the user."
user.behavior,navigation_bar.custom_forward_tapped,"When custom tab's navigation bar's forward button is tapped by the user."
user.behavior,navigation_bar.custom_menu_tapped,"When custom tab's navigation bar's menu button is tapped by the user."
user.behavior,navigation_bar.custom_open_in_fenix_tapped,"When custom tab's navigation bar's open in fenix button is tapped by the user."
N/A,navigation_bar.custom_tab_initialize_timespan,"The time that it takes to initialize navigation bar in custom tab."
system.operations,navigation_bar.home_initialize_timespan,"The time that it takes to initialize navigation bar in home screen."
user.behavior,navigation_bar.home_menu_tapped,"When navigation bar menu button is tapped by the user."
user.behavior,navigation_bar.home_search_tapped,"When navigation bar search button is tapped by the user."
user.behavior,navigation_bar.home_tab_tray_long_tapped,"When navigation bar tab tray button is long tapped by the user."
user.behavior,navigation_bar.home_tab_tray_tapped,"When navigation bar tab tray button is tapped by the user."
user.behavior,navigation_bar.navigation_bar_cfr_dismissed,"A user has dismissed the navigation bar CFR."
user.behavior,navigation_bar.navigation_bar_cfr_shown,"Navigation bar CFR was shown to the user."
user.behavior,navigation_bar.navigation_buttons_cfr_dismissed,"A user has dismissed the navigation buttons CFR."
user.behavior,navigation_bar.navigation_buttons_cfr_shown,"Navigation Buttons CFR was shown to the user."
user.device,navigation_bar.os_navigation_uses_gestures,"Whether gesture navigation is used instead of the traditional navigation bar."
user.behavior,nimbus_system.cancel_tapped,"When cancel button is tapped on the toolbar."
system,nimbus_system.recorded_nimbus_context,"The Nimbus context object that is recorded to Glean"
user.settings.installs,onboarding.add_on_installed,"User installed an add-on from the onboarding card."
user.behavior,onboarding.add_ons_card,"User viewed the add-on onboarding card."
user.behavior,onboarding.add_ons_card_button_pressed,"The user pressed the "start browsing" button from the add-ons onboarding card."
user.behavior,onboarding.add_ons_card_clicked,"The user clicked the `start browsing` button from the add-ons onboarding card."
user.behavior,onboarding.add_search_widget,"User tapped on Add Firefox Widget in onboarding."
user.behavior,onboarding.add_search_widget_card,"User viewed onboarding add search widget card."
user.behavior,onboarding.completed,"User completed onboarding."
user.behavior,onboarding.finish,"The user taps starts browsing and ends the onboarding experience."
user.behavior,onboarding.fxa_auto_signin,"The onboarding automatic sign in card was tapped."
user.behavior,onboarding.fxa_manual_signin,"The onboarding manual sign in card was tapped."
user.behavior,onboarding.marketing_data_card_viewed,"The user viewed the marketing data opt in card."
user.behavior,onboarding.marketing_data_continue_clicked,"The user clicked continue on the marketing data opt out screen"
user.behavior,onboarding.marketing_data_learn_more,"The marketing data "learn more" link used"."
user.settings.privacy,onboarding.marketing_data_opt_in_toggled,"The user toggled the marketing data checkbox."
user.behavior,onboarding.notif_ppp_close_click,"User clicked the close button on the notification pre permission prompt."
user.behavior,onboarding.notif_ppp_impression,"Notification pre permission prompt was shown to the user."
user.behavior,onboarding.notif_ppp_negative_btn_click,"User clicked the negative button on notification pre permission prompt."
user.behavior,onboarding.notif_ppp_positive_btn_click,"User clicked the positive button on notification pre permission prompt."
user.settings.privacy,onboarding.pref_toggled_private_browsing,"The private browsing preference was selected from the onboarding card."
user.settings,onboarding.pref_toggled_theme_picker,"The device theme was chosen using the theme picker onboarding card."
user.settings,onboarding.pref_toggled_toolbar_position,"The toolbar position preference was chosen from the onboarding card."
user.settings.privacy,onboarding.pref_toggled_tracking_prot,"The tracking protection preference was chosen from the onboarding card."
user.behavior,onboarding.privacy_notice,"The onboarding privacy notice card was tapped."
user.behavior,onboarding.privacy_policy,"User tapped on privacy policy link in onboarding."
user.settings.privacy,onboarding.privacy_preferences_modal_crash_reporting_checked,"The privacy preferences model crash reporting option checked state."
user.settings.privacy,onboarding.privacy_preferences_modal_crash_reporting_enabled,"The crash reporting preference value."
user.settings.privacy,onboarding.privacy_preferences_modal_crash_reporting_learn_more,"The privacy preferences model usage data "learn more" link used"."
user.privacy_preferences,onboarding.privacy_preferences_modal_usage_data_checked,"The privacy preferences model usage data option checked state."
user.settings.privacy,onboarding.privacy_preferences_modal_usage_data_enabled,"The usage data preference value."
user.settings.privacy,onboarding.privacy_preferences_modal_usage_data_learn_more,"The privacy preferences model crash reporting "learn more" link used"."
user.settings,onboarding.select_theme,"User selected a theme option (dark, light, or system) and tapped on the save button during onboarding."
user.behavior,onboarding.select_toolbar_placement,"User selected a toolbar placement option and tapped on save button for picking toolbar placement in onboarding."
user.behavior,onboarding.set_to_default,"User tapped on set to default button in onboarding."
user.behavior,onboarding.set_to_default_card,"User viewed onboarding set to default card."
user.behavior,onboarding.setup_checklist_task_clicked,"User clicked a task from the set-up checklist."
user.authorization,onboarding.sign_in,"User tapped on sign in button in onboarding."
user.behavior,onboarding.sign_in_card,"User viewed onboarding sign in card."
user.behavior,onboarding.skip_add_search_widget,"User tapped on skip add search widget button in onboarding."
user.behavior,onboarding.skip_default,"User tapped on skip set to default button in onboarding."
user.behavior,onboarding.skip_sign_in,"User tapped on skip sign in button in onboarding."
user.behavior,onboarding.skip_theme,"User tapped on the skip button for picking a theme option during onboarding."
user.behavior,onboarding.skip_toolbar_placement,"User tapped on skip button for picking a toolbar placement in onboarding."
user.behavior,onboarding.skip_turn_on_notifications,"User tapped on skip turn on notification button in onboarding."
user.behavior,onboarding.started,"User started onboarding."
user.behavior,onboarding.syn_cfr_shown,"The Sync Onboarding CFR was shown to the user"
user.behavior,onboarding.sync_card_impression,"The sync sign in onboarding card was displayed to the user."
user.behavior,onboarding.sync_cfr_explicit_dismissal,"The Sync Onboarding CFR was dismissed by the user by clicking onthe "X" button to close the popup."
user.behavior,onboarding.sync_cfr_implicit_dismissal,"The Sync Onboarding CFR was dismissed by the user by interactingwith the outside of the popup."
user.behavior,onboarding.sync_close_clicked,"The user clicked the `X` button from the sync sign in onboarding card."
user.behavior,onboarding.sync_sign_in_clicked,"The user clicked the `Sign in` button from the sync sign in onboarding card."
user.behavior,onboarding.sync_skip_clicked,"The user clicked the `Skip` button from the sign in onboarding card."
user.behavior,onboarding.terms_of_service_accepted,"User clicked accept button on the terms of service onboarding card."
user.behavior,onboarding.terms_of_service_card,"User viewed the terms of service onboarding card."
user.behavior,onboarding.terms_of_service_link_clicked,"User clicked the terms of service link on the onboarding card."
user.behavior,onboarding.terms_of_service_manage_link_clicked,"User clicked the manage link on the terms of service onboarding card."
user.behavior,onboarding.terms_of_service_privacy_notice_link_clicked,"User clicked the privacy policy link on the terms of service onboarding card."
user.behavior,onboarding.theme_selection_card,"User viewed the pick a theme card."
user.behavior,onboarding.toolbar_placement_card,"User viewed the toolbar placement onboarding card."
user.behavior,onboarding.turn_on_notifications,"User tapped on turn on notifications button in onboarding."
user.behavior,onboarding.turn_on_notifications_card,"User viewed onboarding notification permission card."
user.behavior,onboarding.welcome_card_impression,"The welcome onboarding card was displayed to the user."
user.behavior,onboarding.welcome_close_clicked,"The user clicked the `X` button from the welcome onboarding card."
user.behavior,onboarding.welcome_get_started_clicked,"The user clicked the `Get started` button from the welcome onboarding card."
user.behavior,onboarding.whats_new,"The onboarding What\'s New card was tapped."
system.operations,partnerships.vivo_file_check_error,"When there is an error checking if the vivo firefox file exists"
user.behavior,perf.awesomebar.bookmark_suggestions,"Duration of a bookmarks awesomebar suggestion query."
user.behavior,perf.awesomebar.clipboard_suggestions,"Duration of a clipboard awesomebar suggestion query."
user.behavior.search_history,perf.awesomebar.history_suggestions,"Duration of a history awesomebar suggestion query."
user.behavior.search,perf.awesomebar.search_engine_suggestions,"Duration of a search engine awesomebar suggestion query."
user.behavior,perf.awesomebar.session_suggestions,"Duration of a session awesomebar suggestion query."
user.system_performance,perf.awesomebar.shortcuts_suggestions,"Duration of a shortcuts awesomebar suggestion query."
user.behavior,perf.awesomebar.synced_tabs_suggestions,"Duration of a synced tabs awesomebar suggestion query."
system.operations,perf.startup.app_on_create_to_glean_init,"A subsection of the duration of `FenixApplication.onCreate` and thus the`application_on_create` probe from the start of the method through when`initializeGlean` is called. Note: `initializeGlean` is a no-op for Betaand Release builds which instead initialize it during`MigratingFenixApplication`, which we don't currently measure."
system.operations,perf.startup.app_on_create_to_megazord_init,"A subsection of the duration of `FenixApplication.onCreate` and thus the`application_on_create` probe from after the `app_on_create_to_glean_init`probe until we block for the megazord to complete set up."
system.operations,perf.startup.app_on_create_to_setup_in_main,"A subsection of the duration of `FenixApplication.onCreate` and thus the`application_on_create` probe from after the`app_on_create_to_megazord_init` probe until the end of`setupInMainProcessOnly`, which is expected to be the end of the`onCreate` call (unless the implementation later changes)."
system.operations,perf.startup.application_on_create,"The duration of `FenixApplication.onCreate` in the main process. This doesnot measure the duration of migration code (via`MigratingFenixApplication` included in the Beta and Release channels."
system.operations,perf.startup.base_bfragment_on_create_view,"The duration of `BaseBrowserFragment.onCreateView`."
system.operations,perf.startup.base_bfragment_on_view_created,"The duration of `BaseBrowserFragment.onViewCreated`."
system.operations,perf.startup.cold_main_app_to_first_frame,"The duration from `*Application`'s initializer to the first Android framebeing drawn in a [COLD MAIN startup](https://wiki.mozilla.org/index.php?title=Performance/Fenix/Glossary).Notably, this duration omits the time from process start to theinitializer (which includes a lengthy dex operation) and the time fromthe first frame to visual completeness. This probe doesn't measure CustomTabs or other uses of `ExternalAppBrowserActivity` to simplify resultanalysis. The methodology for determining this measurement is imperfectto simplify implementation. Issues may include:<br>- Not measuring Beta and Release channels (due to`MigrationDecisionActivity` interrupting the logic).<br>- Not distinguishing between MAIN to homescreen, onboarding, sessionrestore, others?<br>- Not choosing to record a MAIN based on what the user would see andthus the core code path (i.e. the thing we want to measure) but rather onthe initial `Intent` state.<br><br>The hope is that these cases will not have a significant impact on the endresults but, if they appear to, we can replace it with a more compleximplementation.<br><br>Around April 8, 2021 the implementation was refactored. Functionally, itshould be the same but it's noted just in case there are bugs."
system.operations,perf.startup.cold_unknwn_app_to_first_frame,"The duration from `*Application`'s initializer to the first Android framebeing drawn in a [COLD startup](https://wiki.mozilla.org/index.php?title=Performance/Fenix/Glossary)where we can't say it was a MAIN or VIEW start up. The methodology fordetermining this measurement is imperfect to simplify implementation.<br><br>See the `cold_main_app_to_first_frame` probe docs for known issues andmore details.<br><br>Around April 8, 2021 the implementation was refactored. Functionally, itshould be the same but it's noted just in case there are bugs."
